"","leafsp","trt","area","lesion1","lesion2","lesion3","totlesion","Unattributed.infection.area","tot.lesion","percent.infection","X","medMAP","hostorigin","minMAP","maxMAP","rangeMAP","Isolate","code","Bosque","pathogenorigin","DRY_DEFICIT","percent0","control","delete","cntrls","difference"
"126","ormoma","5",6423.147,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"1330Laciag","1","Metropolitano",1874,-574.926,0,"live","Control",0,0
"127","randar","1",1580.808,42.582,134.257,61.356,238.195,"0",238.195,0.150679272878174,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"1330Laciag","1","Metropolitano",1874,-574.926,1,"live","Control",0.919702486465769,-0.769023213587596
"128","randar","2",1292.947,33.305,22.5,0,55.805,"0",55.805,0.043161088582904,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"1330Laciag","1","Metropolitano",1874,-574.926,1,"live","Control",0.00846921222229589,0.0346918763606081
"129","randar","3",1384.47,1384.47,0,0,1384.47,"0",1384.47,1,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"1330Laciag","1","Metropolitano",1874,-574.926,1,"live","Control",0,1
"130","randar","4",1080.926,1032.673,0,0,1032.673,"0",1032.673,0.955359571330507,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"1330Laciag","1","Metropolitano",1874,-574.926,1,"live","Control",0,0.955359571330507
"131","randar","5",980.955,13.691,8.674,0,22.365,"0",22.365,0.0227992109729804,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"1330Laciag","1","Metropolitano",1874,-574.926,1,"live","Control",0.91300069311168,-0.8902014821387
"132","soroaf","1",10083.723,0,0,0,0,"37.743",0,0,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"1330Laciag","1","Metropolitano",1874,-574.926,0,"live","Control",0,0
"133","soroaf","2",4953.469,0,0,0,0,"0",0,0,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"1330Laciag","1","Metropolitano",1874,-574.926,0,"live","Control",0,0
"134","soroaf","3",6573.712,2132.783,0,0,2132.783,"0",2132.783,0.324441198519193,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"1330Laciag","1","Metropolitano",1874,-574.926,1,"live","Control",0.413191425671163,-0.08875022715197
"135","soroaf","4",3466.326,384.325,241.292,0,625.617,"23.912",625.617,0.180484178349065,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"1330Laciag","1","Metropolitano",1874,-574.926,1,"live","Control",0,0.180484178349065
"136","soroaf","5",8356.33,0,0,0,0,"0",0,0,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"1330Laciag","1","Metropolitano",1874,-574.926,0,"live","Control",0.244679118215262,-0.244679118215262
"137","aspicr","1",3372.428,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"3216Anacex","3","Charco",2051,-579.148,0,"live","Control",0,0
"138","aspicr","2",2782.857,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"3216Anacex","3","Charco",2051,-579.148,0,"live","Control",0.495771631436656,-0.495771631436656
"139","aspicr","3",2227.042,77.036,435.224,0,512.26,"0",512.26,0.230018113713168,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"3216Anacex","3","Charco",2051,-579.148,1,"live","Control",0.0157275278738477,0.21429058583932
"140","aspicr","4",3011.74,97.198,0,0,97.198,"0",97.198,0.0322730381772663,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"3216Anacex","3","Charco",2051,-579.148,1,"live","Control",0.546192086250403,-0.513919048073137
"141","aspicr","5",1219.012,902.314,0,0,902.314,"0",902.314,0.740201080875332,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"3216Anacex","3","Charco",2051,-579.148,1,"live","Control",0.0114889742051967,0.728712106670135
"142","castel","1",4369.908,0,0,0,0,"792.872",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"3216Anacex","3","Charco",2051,-579.148,0,"live","Control",0,0
"143","castel","2",2203.744,0,0,0,0,"0",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"3216Anacex","3","Charco",2051,-579.148,0,"live","Control",0,0
"144","castel","3",1018.642,0,0,0,0,"1018.642",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"3216Anacex","3","Charco",2051,-579.148,0,"live","Control",0,0
"145","castel","4",446.082,0,0,0,0,"446.082",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"3216Anacex","3","Charco",2051,-579.148,0,"live","Control",0.021145958260855,-0.021145958260855
"146","castel","5",2539.299,0,0,0,0,"2539.299",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"3216Anacex","3","Charco",2051,-579.148,0,"live","Control",0,0
"147","dendar","1",4352.21,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"3216Anacex","3","Charco",2051,-579.148,0,"live","Control",0,0
"148","dendar","2",3516.863,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"3216Anacex","3","Charco",2051,-579.148,0,"live","Control",0,0
"149","dendar","3",5083.392,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"3216Anacex","3","Charco",2051,-579.148,0,"live","Control",0,0
"150","dendar","4",5271.75,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"3216Anacex","3","Charco",2051,-579.148,0,"live","Control",0,0
"151","dendar","5",3889.566,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"3216Anacex","3","Charco",2051,-579.148,0,"live","Control",0,0
"152","mourmy","1",178.983,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"3216Anacex","3","Charco",2051,-579.148,0,"live","Control",0,0
"153","mourmy","2",260.727,8.524,0,0,8.524,"6.886",8.524,0.0326932001672247,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"3216Anacex","3","Charco",2051,-579.148,1,"live","Control",0,0.0326932001672247
"154","mourmy","3",242.235,42.548,0,0,42.548,"0",42.548,0.175647614919396,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"3216Anacex","3","Charco",2051,-579.148,1,"live","Control",0,0.175647614919396
"155","mourmy","4",291.438,14.767,0,0,14.767,"0",14.767,0.0506694391259891,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"3216Anacex","3","Charco",2051,-579.148,1,"live","Control",0,0.0506694391259891
"156","mourmy","5",170.575,110.872,0,0,110.872,"0",110.872,0.649989740583321,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"3216Anacex","3","Charco",2051,-579.148,1,"live","Control",0,0.649989740583321
"157","ormoma","1",3778.499,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"3216Anacex","3","Charco",2051,-579.148,0,"live","Control",0,0
"158","ormoma","2",4678.919,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"3216Anacex","3","Charco",2051,-579.148,0,"live","Control",0,0
"159","ormoma","3",3077.251,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"3216Anacex","3","Charco",2051,-579.148,0,"live","Control",0,0
"160","ormoma","4",2540.49,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"3216Anacex","3","Charco",2051,-579.148,0,"live","Control",0,0
"161","ormoma","5",1512.767,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"3216Anacex","3","Charco",2051,-579.148,0,"live","Control",0,0
"162","randar","1",818.241,0,0,0,0,"818.241",0,0,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"3216Anacex","3","Charco",2051,-579.148,0,"live","Control",0.864237624063408,-0.864237624063408
"163","randar","2",668.176,0,0,0,0,"768.176",0,0,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"3216Anacex","3","Charco",2051,-579.148,0,"live","Control",0.770967191096,-0.770967191096
"164","randar","3",840.513,827.639,0,0,827.639,"0",827.639,0.984683163734529,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"3216Anacex","3","Charco",2051,-579.148,1,"live","Control",0.897093555969109,0.0875896077654201
"165","randar","4",745.445,677.622,0,0,677.622,"0",677.622,0.909016761799999,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"3216Anacex","3","Charco",2051,-579.148,1,"live","Control",0,0.909016761799999
"166","randar","5",610.595,476.579,0,0,476.579,"0",476.579,0.780515726463531,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"3216Anacex","3","Charco",2051,-579.148,1,"live","Control",0.864291854174041,-0.0837761277105091
"167","soroaf","1",697.579,0,0,0,0,"9.88",0,0,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"3216Anacex","3","Charco",2051,-579.148,0,"live","Control",0,0
"168","soroaf","2",1496.53,0,0,0,0,"1496.53",0,0,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"3216Anacex","3","Charco",2051,-579.148,0,"live","Control",0,0
"169","soroaf","3",3167.252,0,0,0,0,"0",0,0,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"3216Anacex","3","Charco",2051,-579.148,0,"live","Control",0,0
"170","soroaf","4",3050.06,0,0,0,0,"0",0,0,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"3216Anacex","3","Charco",2051,-579.148,0,"live","Control",0.0384142872849474,-0.0384142872849474
"171","soroaf","5",2492.59,0,0,0,0,"0",0,0,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"3216Anacex","3","Charco",2051,-579.148,0,"live","Control",0,0
"172","aspicr","1",1935.429,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"173","aspicr","2",3308.625,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"174","aspicr","3",1693.907,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"175","aspicr","4",1692.52,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"176","aspicr","5",2796.078,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"177","castel","1",4050.15,0,0,0,0,"234.466",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"178","castel","2",3291.197,0,0,0,0,"0",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"179","castel","3",3682.713,0,0,0,0,"0",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"180","castel","4",2305.909,0,0,0,0,"0",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"181","castel","5",2503.762,175.966,0,0,175.966,"0",175.966,0.0702806416903843,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5211Myrcga","5","Buena Vista",2595,-510.47,1,"live","Control",0,0.0702806416903843
"182","dendar","1",3611.537,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"183","dendar","2",3005.295,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"184","dendar","3",2196.606,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"185","dendar","4",3293.865,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"186","dendar","5",4364.587,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live","Control",0.0698009957230038,-0.0698009957230038
"187","mourmy","1",296.887,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"188","mourmy","2",134.543,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"189","mourmy","3",182.551,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"190","mourmy","4",134.882,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"191","mourmy","5",139.657,4.809,0,0,4.809,"0",4.809,0.0344343641922711,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5211Myrcga","5","Buena Vista",2595,-510.47,1,"live","Control",0,0.0344343641922711
"192","ormoma","1",1744.556,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"193","ormoma","2",2112.883,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"194","ormoma","3",3033.034,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"195","ormoma","4",3924.255,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"196","ormoma","5",3163.506,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"197","randar","1",1617.372,0,0,0,0,"0",0,0,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"198","randar","2",1220.757,0,0,0,0,"0",0,0,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live","Control",0.0145693109569757,-0.0145693109569757
"199","randar","3",1557.762,0,0,0,0,"0",0,0,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"200","randar","4",1132.145,0,0,0,0,"6.383",0,0,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live","Control",0.0150313092375087,-0.0150313092375087
"201","randar","5",948.948,0,0,0,0,"0",0,0,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"202","tri2pa","1",1742.665,0,0,0,0,"12.048",0,0,9,2050.593,2157.9315,2037.433,2602.37,564.937,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live","Control",0.495142713604517,-0.495142713604517
"203","tri2pa","2",1279.424,25.698,58.926,24.281,108.905,"0",108.905,0.0851203354009304,9,2050.593,2157.9315,2037.433,2602.37,564.937,"5211Myrcga","5","Buena Vista",2595,-510.47,1,"live","Control",0.317626530481196,-0.232506195080266
"204","tri2pa","3",942.491,15.401,0,0,15.401,"0",15.401,0.0163407395932693,9,2050.593,2157.9315,2037.433,2602.37,564.937,"5211Myrcga","5","Buena Vista",2595,-510.47,1,"live","Control",0,0.0163407395932693
"205","tri2pa","4",1136.602,0,0,0,0,"12.953",0,0,9,2050.593,2157.9315,2037.433,2602.37,564.937,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live","Control",0.18252757524771,-0.18252757524771
"206","tri2pa","5",1088.448,0,0,0,0,"33.568",0,0,9,2050.593,2157.9315,2037.433,2602.37,564.937,"5211Myrcga","5","Buena Vista",2595,-510.47,0,"live","Control",0.357691454204539,-0.357691454204539
"207","aspicr","1",8886.426,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"208","aspicr","2",4549.241,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"209","aspicr","3",4950.236,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"210","aspicr","4",10038.514,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live","Control",0.840134858329336,-0.840134858329336
"211","aspicr","5",9175.697,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"212","castel","1",1551.294,0,0,0,0,"1551.294",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"213","castel","2",960.823,0,0,0,0,"960.823",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"214","castel","3",3497.474,0,0,0,0,"3497.474",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live","Control",0.930739659139132,-0.930739659139132
"215","castel","4",3175.589,0,0,0,0,"3175.589",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live","Control",0.0344083063507433,-0.0344083063507433
"216","castel","5",10558.479,0,0,0,0,"10558.479",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"217","dendar","1",8832.815,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"218","dendar","2",8894.257,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"219","dendar","3",7178.456,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"220","dendar","4",7659.167,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"221","dendar","5",9538.252,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"222","mourmy","1",536.556,25.234,0,0,25.234,"0",25.234,0.0470295738003116,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5214Calolo","5","Buena Vista",2595,-510.47,1,"live","Control",0,0.0470295738003116
"223","mourmy","2",125.459,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"224","mourmy","3",145.29,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"225","mourmy","4",176.917,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"226","mourmy","5",116.74,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"227","ormoma","1",5507.318,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"228","ormoma","2",6256.723,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"229","ormoma","3",7613.902,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"230","ormoma","4",3179.495,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"231","ormoma","5",4087.776,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"232","randar","1",793.305,11.206,6.742,0,17.948,"0",17.948,0.0226243374238156,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5214Calolo","5","Buena Vista",2595,-510.47,1,"live","Control",0,0.0226243374238156
"233","randar","2",619.271,609.997,0,0,609.997,"0",609.997,0.98502432699093,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5214Calolo","5","Buena Vista",2595,-510.47,1,"live","Control",0.0463130312372485,0.938711295753681
"234","randar","3",940.97,0,0,0,0,"50.955",0,0,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live","Control",0.125629585480919,-0.125629585480919
"235","randar","4",902.244,11.482,0,0,11.482,"0",11.482,0.0127260474993461,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5214Calolo","5","Buena Vista",2595,-510.47,1,"live","Control",0.747931035078654,-0.735204987579308
"236","randar","5",776.043,74.621,89.679,84.124,248.424,"0",248.424,0.32011628221632,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5214Calolo","5","Buena Vista",2595,-510.47,1,"live","Control",0.0853608958643884,0.234755386351932
"237","soroaf","1",6476.296,0,0,0,0,"0",0,0,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"238","soroaf","2",4652.536,0,0,0,0,"0",0,0,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"239","soroaf","3",4374.182,0,0,0,0,"0",0,0,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live","Control",0.326643738620271,-0.326643738620271
"240","soroaf","4",4121.943,0,0,0,0,"0",0,0,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"241","soroaf","5",2076.026,0,0,0,0,"0",0,0,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"5214Calolo","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"242","aspicr","1",2111.047,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live","Control",0.870641945431248,-0.870641945431248
"243","aspicr","2",3900.065,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"244","aspicr","3",2448.334,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"245","aspicr","4",3090.581,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"246","aspicr","5",2321.828,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"247","castel","1",801.306,0,0,0,0,"0",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"248","castel","2",1076.412,0,0,0,0,"1076.412",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"249","castel","3",3165.85,0,0,0,0,"0",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"250","castel","4",8852.183,3092.425,0,0,3092.425,"0",3092.425,0.349340383044499,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5323Laciag","5","Buena Vista",2595,-510.47,1,"live","Control",0,0.349340383044499
"251","castel","5",2584.428,0,0,0,0,"2584.428",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"252","dendar","1",2156.43,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"253","dendar","2",2142.952,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"254","dendar","3",3251.249,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"255","dendar","4",4447.257,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"256","dendar","5",1709.386,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"257","mourmy","1",136.965,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"258","mourmy","2",132.577,24.106,0,0,24.106,"0",24.106,0.181826410312498,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5323Laciag","5","Buena Vista",2595,-510.47,1,"live","Control",0,0.181826410312498
"259","mourmy","3",157.921,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"260","mourmy","4",128.954,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"261","mourmy","5",130.504,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
