"","leafsp","trt","area","lesion1","lesion2","lesion3","totlesion","Unattributed.infection.area","tot.lesion","percent.infection","X","medMAP","hostorigin","minMAP","maxMAP","rangeMAP","Isolate","code","Bosque","pathogenorigin","DRY_DEFICIT","percent0","control","delete","cntrls","difference"
"262","ormoma","1",4554.177,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"263","ormoma","2",4005.524,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"264","ormoma","3",4552.659,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"265","ormoma","4",1908.712,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"266","ormoma","5",1286.329,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"267","randar","1",2767.795,0,0,0,0,"0",0,0,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"268","randar","2",618.9,0,0,0,0,"618.9",0,0,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live","Control",0.199887561769509,-0.199887561769509
"269","randar","3",1300.86,966.727,0,0,966.727,"0",966.727,0.743144535153668,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5323Laciag","5","Buena Vista",2595,-510.47,1,"live","Control",0.922556283533034,-0.179411748379366
"270","randar","4",923.188,898.651,0,0,898.651,"0",898.651,0.973421448285723,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5323Laciag","5","Buena Vista",2595,-510.47,1,"live","Control",0.610041126225878,0.363380322059845
"271","randar","5",847.122,15.328,5.431,0,20.759,"0",20.759,0.0245053250889482,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5323Laciag","5","Buena Vista",2595,-510.47,1,"live","Control",0,0.0245053250889482
"272","soroaf","1",1554.274,0,0,0,0,"0",0,0,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"273","soroaf","2",2712.087,0,0,0,0,"2712.087",0,0,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"274","soroaf","3",1996.635,0,0,0,0,"1996.635",0,0,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"275","soroaf","4",1525.189,0,0,0,0,"1525.189",0,0,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"276","soroaf","5",4029.084,0,0,0,0,"4029.084",0,0,8,2491.762,2456.09698726115,2037.433,3276.092,1238.659,"5323Laciag","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"277","aspicr","1",10467.146,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5324Propta","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"278","aspicr","2",3928.48,471.488,602.404,0,1073.892,"0",1073.892,0.273360689121492,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5324Propta","5","Buena Vista",2595,-510.47,1,"live","Control",0,0.273360689121492
"279","aspicr","3",5158.643,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5324Propta","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"280","aspicr","4",6818.132,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5324Propta","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"281","aspicr","5",4798.132,0,0,0,0,"0",0,0,1,2595.327,2647.21843319838,2037.433,3276.092,1238.659,"5324Propta","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"282","castel","1",9249.397,180.91,0,0,180.91,"909.805",180.91,0.0195591128805478,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5324Propta","5","Buena Vista",2595,-510.47,1,"live","Control",0,0.0195591128805478
"283","castel","2",15676.039,0,0,0,0,"0",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5324Propta","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"284","castel","3",8815.441,0,0,0,0,"0",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5324Propta","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"285","castel","4",7065.774,0,0,0,0,"7065.774",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5324Propta","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"286","castel","5",6341.285,0,0,0,0,"0",0,0,2,2038.218,2074.2806626506,1874.868,2602.37,727.502,"5324Propta","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"287","dendar","1",10213.02,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5324Propta","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"288","dendar","2",15181.884,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5324Propta","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"289","dendar","3",9712.606,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5324Propta","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"290","dendar","4",14367.788,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5324Propta","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"291","dendar","5",14951.137,0,0,0,0,"0",0,0,3,2829.485,2653.96964566929,1755.882,3276.092,1520.21,"5324Propta","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"292","mourmy","1",164.882,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5324Propta","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"293","mourmy","2",265.757,10.151,10.61,8.787,29.548,"0",29.548,0.111184277366165,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5324Propta","5","Buena Vista",2595,-510.47,1,"live","Control",0.0567037625861155,0.0544805147800498
"294","mourmy","3",254.056,0,0,0,0,"0",0,0,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5324Propta","5","Buena Vista",2595,-510.47,0,"live","Control",0.943600506935962,-0.943600506935962
"295","mourmy","4",256.605,247.894,0,0,247.894,"0",247.894,0.966052882835486,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5324Propta","5","Buena Vista",2595,-510.47,1,"live","Control",0.374864126443197,0.591188756392289
"296","mourmy","5",261.496,44.984,0,0,44.984,"0",44.984,0.172025575917031,5,2580.578,2623.11627240143,2563.317,2864.436,301.119,"5324Propta","5","Buena Vista",2595,-510.47,1,"live","Control",0.0547774326688824,0.117248143248149
"297","ormoma","1",6209.464,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5324Propta","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"298","ormoma","2",7400.845,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5324Propta","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"299","ormoma","3",4800.406,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5324Propta","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"300","ormoma","4",4353.787,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5324Propta","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"301","ormoma","5",5037.096,0,0,0,0,"0",0,0,6,2580.578,2581.15754545455,2037.433,2864.436,827.003,"5324Propta","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"302","randar","1",1316.685,0,0,0,0,"0",0,0,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5324Propta","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"303","randar","2",867.923,0,0,0,0,"0",0,0,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5324Propta","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"304","randar","3",1585.34,0,0,0,0,"0",0,0,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5324Propta","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"305","randar","4",1039.445,0,0,0,0,"0",0,0,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5324Propta","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"306","randar","5",918.084,0,0,0,0,"0",0,0,7,2615.432,2696.05803703704,2563.317,2847.856,284.539,"5324Propta","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"307","tri2pa","1",1130.777,0,0,0,0,"0",0,0,9,2050.593,2157.9315,2037.433,2602.37,564.937,"5324Propta","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"308","tri2pa","2",1904.036,0,0,0,0,"0",0,0,9,2050.593,2157.9315,2037.433,2602.37,564.937,"5324Propta","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"309","tri2pa","3",2079.073,0,0,0,0,"0",0,0,9,2050.593,2157.9315,2037.433,2602.37,564.937,"5324Propta","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"310","tri2pa","4",2105.506,0,0,0,0,"0",0,0,9,2050.593,2157.9315,2037.433,2602.37,564.937,"5324Propta","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
"311","tri2pa","5",1910.548,0,0,0,0,"0",0,0,9,2050.593,2157.9315,2037.433,2602.37,564.937,"5324Propta","5","Buena Vista",2595,-510.47,0,"live","Control",0,0
